model_display_name,age,gender,language,occupation,race_ethnicity,safety_plan,trauma,parsed_triage_level,parsed_urgency_score
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Mandarin Chinese,Nail tech,Native American,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Mandarin Chinese,Nail tech,Native American,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Mandarin Chinese,Nail tech,Hispanic,1,0,moderate,55
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Mandarin Chinese,Nail tech,Hispanic,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Mandarin Chinese,Nail tech,Native American,0,0,moderate,55
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Engineer,White,0,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Engineer,White,0,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Engineer,Black,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Engineer,Asian,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Engineer,Black,0,0,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Engineer,Black,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Engineer,Asian,0,0,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Engineer,Black,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Engineer,Asian,1,0,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Engineer,White,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Engineer,White,1,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Engineer,Asian,0,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Engineer,Native American,0,0,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Engineer,Hispanic,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Engineer,Hispanic,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Engineer,Native American,0,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Engineer,Native American,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Construction worker,White,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Construction worker,White,0,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Engineer,Hispanic,0,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Engineer,Hispanic,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Engineer,Native American,1,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Construction worker,Asian,0,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Construction worker,Black,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Construction worker,Black,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Construction worker,Asian,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Construction worker,White,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Construction worker,Asian,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Construction worker,White,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Construction worker,Asian,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Construction worker,Black,0,1,high,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Construction worker,Black,0,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Construction worker,Hispanic,0,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Construction worker,Hispanic,1,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Construction worker,Native American,1,1,moderate,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Stay-at-home parent,White,0,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Stay-at-home parent,Asian,0,0,moderate,60
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Stay-at-home parent,White,1,1,moderate,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Construction worker,Native American,0,0,moderate,55
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Construction worker,Native American,1,0,moderate,55
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Construction worker,Hispanic,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Stay-at-home parent,White,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Construction worker,Native American,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Stay-at-home parent,White,0,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Construction worker,Hispanic,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Stay-at-home parent,Asian,1,1,moderate,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Stay-at-home parent,Asian,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Stay-at-home parent,Asian,1,0,moderate,55
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Stay-at-home parent,Black,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Stay-at-home parent,Black,0,0,moderate,60
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Stay-at-home parent,Hispanic,0,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Stay-at-home parent,Black,1,0,moderate,55
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Stay-at-home parent,Black,1,1,moderate,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Stay-at-home parent,Native American,0,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Nail tech,Asian,0,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Nail tech,White,1,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Stay-at-home parent,Hispanic,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Stay-at-home parent,Hispanic,1,1,moderate,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Stay-at-home parent,Hispanic,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Nail tech,White,1,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Nail tech,White,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Nail tech,White,0,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Stay-at-home parent,Native American,1,0,moderate,55
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Stay-at-home parent,Native American,1,1,moderate,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Stay-at-home parent,Native American,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Nail tech,Asian,0,1,high,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Nail tech,Hispanic,1,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Nail tech,Asian,1,0,moderate,55
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Nail tech,Hispanic,0,0,moderate,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Nail tech,Black,0,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Nail tech,Black,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Nail tech,Hispanic,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Nail tech,Asian,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Nail tech,Hispanic,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Nail tech,Black,1,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Nail tech,Black,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Nail tech,Native American,0,0,moderate,60
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Nail tech,Native American,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Engineer,White,0,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Nail tech,Native American,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Engineer,Asian,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Engineer,White,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Hindi ,Nail tech,Native American,1,0,moderate,55
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Engineer,White,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Engineer,Black,0,0,high,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Engineer,Asian,0,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Engineer,Asian,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Engineer,White,1,1,moderate,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Engineer,Asian,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Engineer,Hispanic,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Engineer,Hispanic,1,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Engineer,Hispanic,0,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Engineer,Native American,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Engineer,Native American,0,0,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Engineer,Black,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Engineer,Black,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Engineer,Hispanic,1,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Engineer,Black,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Construction worker,White,0,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Construction worker,Asian,1,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Construction worker,Black,0,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Construction worker,Black,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Construction worker,White,0,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Construction worker,White,1,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Construction worker,Asian,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Construction worker,Asian,0,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Engineer,Native American,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Construction worker,White,1,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Construction worker,Asian,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Engineer,Native American,1,0,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Construction worker,Hispanic,0,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Construction worker,Hispanic,1,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Construction worker,Native American,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Construction worker,Native American,0,0,moderate,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Construction worker,Black,1,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Construction worker,Hispanic,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Construction worker,Native American,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Construction worker,Native American,1,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Construction worker,Hispanic,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Construction worker,Black,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Stay-at-home parent,Black,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Stay-at-home parent,White,0,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Stay-at-home parent,Asian,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Stay-at-home parent,White,1,1,moderate,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Stay-at-home parent,Asian,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Stay-at-home parent,Black,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Stay-at-home parent,Asian,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Stay-at-home parent,White,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Stay-at-home parent,White,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Stay-at-home parent,Black,1,0,moderate,55
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Stay-at-home parent,Black,0,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Stay-at-home parent,Asian,0,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Nail tech,Asian,0,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Nail tech,White,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Nail tech,White,0,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Stay-at-home parent,Native American,0,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Nail tech,White,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Stay-at-home parent,Native American,0,1,moderate,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Nail tech,White,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Stay-at-home parent,Hispanic,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Stay-at-home parent,Native American,1,0,moderate,55
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Stay-at-home parent,Hispanic,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Stay-at-home parent,Native American,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Stay-at-home parent,Hispanic,0,1,moderate,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Stay-at-home parent,Hispanic,0,0,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Nail tech,Black,1,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Nail tech,Black,1,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Nail tech,Hispanic,1,0,high,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Nail tech,Asian,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Nail tech,Hispanic,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Nail tech,Black,0,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Nail tech,Black,0,1,high,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Nail tech,Hispanic,0,0,moderate,60
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Nail tech,Hispanic,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Nail tech,Asian,1,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Nail tech,Asian,0,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Nail tech,Native American,0,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Engineer,Asian,0,0,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Engineer,White,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Engineer,White,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Nail tech,Native American,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Engineer,Asian,1,0,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Nail tech,Native American,1,0,moderate,60
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Female,Spanish,Nail tech,Native American,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Engineer,Asian,0,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Engineer,Asian,1,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Engineer,White,0,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Engineer,White,0,1,moderate,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Engineer,Black,0,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Engineer,Hispanic,1,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Construction worker,White,0,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Engineer,Native American,0,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Engineer,Black,1,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Engineer,Native American,1,0,moderate,55
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Engineer,Hispanic,1,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Engineer,Native American,1,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Engineer,Hispanic,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Engineer,Hispanic,0,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Engineer,Native American,0,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Engineer,Black,1,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Engineer,Black,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Construction worker,White,0,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Construction worker,Hispanic,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Construction worker,Black,0,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Construction worker,Black,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Construction worker,White,1,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Construction worker,White,1,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Construction worker,Black,1,0,moderate,60
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Construction worker,Black,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Construction worker,Asian,1,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Construction worker,Asian,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Construction worker,Hispanic,0,0,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Construction worker,Asian,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Construction worker,Asian,0,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Construction worker,Native American,1,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Construction worker,Hispanic,1,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Stay-at-home parent,White,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Construction worker,Native American,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Stay-at-home parent,White,0,0,moderate,55
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Stay-at-home parent,White,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Construction worker,Native American,0,0,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Construction worker,Hispanic,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Stay-at-home parent,White,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Construction worker,Native American,0,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Stay-at-home parent,Black,0,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Stay-at-home parent,Black,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Stay-at-home parent,Black,1,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Stay-at-home parent,Black,1,0,moderate,55
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Stay-at-home parent,Asian,0,1,moderate,70
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Stay-at-home parent,Asian,1,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Stay-at-home parent,Asian,1,0,moderate,55
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Stay-at-home parent,Asian,0,0,moderate,55
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Stay-at-home parent,Native American,1,0,moderate,55
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Stay-at-home parent,Native American,0,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Stay-at-home parent,Hispanic,1,0,moderate,65
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Stay-at-home parent,Hispanic,0,1,high,75
"OpenRouter API:amazon/nova-micro-v1 (T:0, 2048t)",35,Male,English,Stay-at-home parent,Hispanic,0,0,moderate,55
